Sample,midx,midy,midz,East,North,elevation,Chalcocite-Digenite,Covellite,Chalcopyrite,Bornite,Pyrite,Enargite,Sphalerite,Quartz,K-Feldspar,Albite,Muscovite/Sericite,Clays,Biotite,Chlorite,Calcite,Gypsum/Anhydrite,SG,lithology,minzone,alteration,Ai
S-358,2930.67,3905.38,4193.03,2930.67,3905.38,4193.03,0.17,0.01,0.33,0.34,0.25,0,0.01,26.45,18.29,22.16,1.53,0.49,6.46,0.85,0.01,0.03,2.57,porphyry,SSF,POT,0.27
S-359,2940.51,3808.39,4199.66,2940.51,3808.39,4199.66,0.52,0.04,0.7,0.14,0.47,0,0.01,30.34,18.86,24.62,3.32,1.28,4.93,0.78,0.01,0.03,2.57,porphyry,SSF,POT,0.31
S-360,2972.06,3933.61,4192.97,2972.06,3933.61,4192.97,0.17,0.02,0.89,0.63,0.01,0,0.01,29,22.35,25.28,1.21,0.33,6.44,0.6,0,0.02,2.57,porphyry,SSF,POT,0.32
S-361,2972.06,3933.61,4192.97,2972.06,3933.61,4192.97,0.17,0.02,0.89,0.63,0.01,0,0.01,29,22.35,25.28,1.21,0.33,6.44,0.6,0,0.02,2.55,porphyry,SSF,POT,0.31
S-362,3269.46,3532.29,4152.76,3269.46,3532.29,4152.76,0.12,0.04,1.16,0.24,0.01,0,0.01,26.99,12.97,24.04,6.26,0.54,4.6,1.42,0,0.07,2.55,porphyry,SSF,POT,0.26
S-363,2237.83,4088.41,4168.38,2237.83,4088.41,4168.38,0.5,0.08,1,0.02,0.62,0,0.01,27.06,10.34,15.63,5.09,0.83,9.11,1.44,0.01,0.02,2.62,porphyry,SSF,POT,0.21
S-364,3195.96,3911.63,4215.55,3195.96,3911.63,4215.55,0.24,0.02,0.52,0.27,0.02,0,0.01,24.26,18.15,20.46,1.57,0.48,8.93,0.98,0.03,0.03,2.58,porphyry,SSF,POT,0.29
S-365,2734.05,3977.5,4249.99,2734.05,3977.5,4249.99,0.05,0.04,0.66,0.14,0.45,0,0.01,25.63,26.96,24.64,7.58,1.44,3.47,1.18,0.02,0.07,2.51,porphyry,SSF,POT,0.31
S-366,2836.71,3767.21,4141.2,2836.71,3767.21,4141.2,0.17,0.03,0.47,0.02,0.6,0,0.01,28.95,14.82,28.44,3.7,0.58,5.71,0.88,0.01,0.03,2.56,porphyry,SSF,POT,0.3
S-367,2836.71,3767.21,4141.2,2836.71,3767.21,4141.2,0.17,0.03,0.47,0.02,0.6,0,0.01,28.95,14.82,28.44,3.7,0.58,5.71,0.88,0.01,0.03,2.57,porphyry,SSF,POT,0.29
S-368,2687.76,3615.44,4037.13,2687.76,3615.44,4037.13,0.12,0.01,1.28,0.1,0.72,0,0.01,26.6,16.5,35.03,9.11,1.1,4.03,0.33,0.01,0.3,2.6,porphyry,SSF,POT,0.26
S-369,2613.67,3983.92,4154.33,2613.67,3983.92,4154.33,0.21,0.03,1.27,0.07,0.25,0,0.01,25.54,14.05,26.14,4.25,1.14,4.76,1.1,0.01,0.03,2.67,porphyry,SSF,POT,0.24
S-370,2620.3,3915.11,4073.98,2620.3,3915.11,4073.98,0.17,0.06,0.59,0.2,0.28,0,0.01,24.22,14.38,30.8,5.74,0.77,6.72,0.97,0.01,0.03,2.57,porphyry,SSF,POT,0.3
S-371,2522.7,3913.12,4069.03,2522.7,3913.12,4069.03,0.07,0.02,0.62,0.31,0.01,0,0.01,22.77,13.01,34.54,2.45,0.51,8.82,0.88,0.01,0.1,2.56,porphyry,SSF,POT,0.27
S-372,3060.19,3863.12,4175.56,3060.19,3863.12,4175.56,0.14,0.02,0.71,0.9,0.01,0,0.01,27.44,16.07,28.17,1.63,0.5,7.03,0.53,0.01,0.02,2.54,porphyry,SSF,POT,0.29
S-373,2565.65,3775.44,4052.53,2565.65,3775.44,4052.53,0.09,0.01,0.61,0.3,0.05,0,0.01,21.01,10.32,40.11,2.72,0.69,9.34,0.9,0.01,0.18,2.56,porphyry,SSF,POT,0.24
S-374,2788.26,3862.81,4124.29,2788.26,3862.81,4124.29,0.17,0.02,0.87,0.19,0.19,0,0.01,23.66,14.85,27.9,4.16,0.98,6.17,0.91,0.02,0.04,2.55,porphyry,SSF,POT,0.26
S-375,2793.32,3822.24,4075.06,2793.32,3822.24,4075.06,0.1,0.02,1.31,0.2,0.14,0,0.01,24.35,16.03,26.76,3.23,1.11,6.1,0.66,0.01,0.11,2.56,porphyry,SSF,POT,0.33
S-376,2360.11,3725.12,3996.77,2360.11,3725.12,3996.77,0.32,0.07,1.27,0.47,0.01,0,0.01,23.15,21.24,37.84,3.82,0.62,6.25,0.59,0.02,0.05,2.53,porphyry,SSF,POT,0.25
S-377,2404.16,3688.95,4024.96,2404.16,3688.95,4024.96,0.25,0.03,0.88,0.48,0.1,0,0.01,20.86,23.74,37.39,4.44,0.66,5.43,0.52,0.01,0.08,2.55,porphyry,SSF,POT,0.25
S-378,2733.68,3692.47,4037.12,2733.68,3692.47,4037.12,0.06,0.01,1.2,0.29,0.12,0,0.01,27.69,17.12,30.34,4.59,0.44,5.16,0.66,0.01,0.14,2.56,porphyry,SSF,POT,0.3
S-379,3478.2,3378.18,4227.66,3478.2,3378.18,4227.66,0.05,0.01,0.93,0.11,0.9,0,0.01,27.22,7.53,20.61,14.19,0.55,5.08,1.6,0.01,0.05,2.61,porphyry,SSF,POT,0.21
S-380,2530.77,3870.45,4100.81,2530.77,3870.45,4100.81,0.22,0.02,0.41,0.43,0,0,0.01,22.01,15.22,26.89,1.87,0.48,9.97,0.95,0.02,0.07,2.61,porphyry,SSF,POT,0.25
S-381,1667.62,3883.56,4027.24,1667.62,3883.56,4027.24,1.1,0.2,1.32,0.04,1.6,0,0.01,38.62,5.02,15.09,15.62,0.66,4.35,1.86,0.01,0.03,2.63,porphyry,SSF,POT,0.19
S-382,2308.24,3940.6,4071.14,2308.24,3940.6,4071.14,0.41,0.08,0.78,0.17,0.26,0,0.01,26.43,12.87,20.89,7.14,0.96,6.95,1.6,0,0.03,2.6,porphyry,SSF,POT,0.24
S-383,1550.08,3814.26,4050.54,1550.08,3814.26,4050.54,0.8,0.07,0.58,0.05,2.21,0,0.01,29.82,3.57,11.92,12.85,0.66,7.13,2.16,0,0.04,2.64,porphyry,SSF,POT,0.18
S-384,2113.7,4390.56,4456.91,2113.7,4390.56,4456.91,0.43,0.02,0.17,0.06,0.93,0,0.01,26.25,5.54,13.05,5.81,0.46,5.88,1.42,0,0.02,2.63,porphyry,SSF,POT,0.22
S-385,2113.69,4384.02,4433.82,2113.69,4384.02,4433.82,0.45,0.06,0.76,0.05,1.9,0,0.01,37.15,6.78,29.15,12.01,0.52,1.03,0.78,0.01,0.02,2.6,porphyry,SSF,POT,0.22
S-386,2041.04,4390.29,4445.11,2041.04,4390.29,4445.11,0.34,0.04,0.66,0.05,1.52,0,0.01,27.99,6.24,18.58,8.38,0.69,5.28,1.09,0.01,0.03,2.62,porphyry,SSF,POT,0.21
S-387,2746.8,3704.39,4084.44,2746.8,3704.39,4084.44,0.41,0.03,1.33,0.15,0.09,0,0.01,27.44,14.91,34.8,6.29,0.57,5.58,0.63,0,0.02,2.58,porphyry,SSF,POT,0.23
S-388,2280.37,3861.66,4038.09,2280.37,3861.66,4038.09,0.49,0.02,1.29,0.64,0.2,0,0.01,26.6,15.27,39.49,6.85,1.22,6.18,0.68,0,0.01,2.54,porphyry,SSF,POT,0.22
S-389,2485.3,3770.04,4065.91,2485.3,3770.04,4065.91,0.15,0.01,0.72,0.08,0.47,0,0.01,47.58,15.48,19.23,5.59,0.47,7.99,0.44,0,0.01,2.59,porphyry,SSF,POT,0.26
S-390,2981.53,3734.4,4083.33,2981.53,3734.4,4083.33,0.16,0.04,0.87,0.64,0.07,0,0.01,28.74,18.35,25.7,2.6,0.87,4.74,0.96,0.01,0.19,2.59,porphyry,SSF,POT,0.33
S-391,1757.94,3832.18,4011.45,1757.94,3832.18,4011.45,0.13,0.05,0.71,0.02,1.32,0,0.01,31.98,4.45,14.02,12.87,0.96,6.63,1.72,0.03,0.03,2.62,porphyry,SSF,POT,0.2
S-392,1832.32,3888.5,4005.59,1832.32,3888.5,4005.59,0.48,0.09,0.74,0.02,0.59,0,0.01,28.46,8.42,19.11,10.09,0.86,5.5,1.5,0.05,0.03,2.57,porphyry,SSF,POT,0.2
S-393,1667.65,3873.26,4000.67,1667.65,3873.26,4000.67,0.02,0.01,1.03,0.02,0.62,0,0.01,26.64,6.58,21.96,10.38,0.88,6.01,1.57,0.07,0.03,2.63,porphyry,SSF,POT,0.26
S-394,2280.21,3853.68,3995.84,2280.21,3853.68,3995.84,0.09,0.01,0.92,0.27,0.54,0,0.01,35.17,19.96,23.49,7.3,1.1,4.14,0.86,0.04,0.29,2.54,porphyry,SSF,POT,0.24
S-395,2360.66,3823.49,4007.87,2360.66,3823.49,4007.87,0.37,0.07,1,1.06,0.11,0,0.01,20.95,16.18,45.68,4.73,0.7,5.66,0.8,0.16,0.02,2.53,porphyry,SSF,POT,0.27
S-396,3979.63,3481.19,4524.54,3979.63,3481.19,4524.54,0.34,0.01,0.15,0.04,3.82,0,0.01,27.91,3.19,22.6,13.98,1.27,4.58,5.11,0.01,0.04,2.61,porphyry,SSF,POT,0.11
S-397,2685.76,3841.57,4051.03,2685.76,3841.57,4051.03,0.09,0.04,0.68,0.16,0.28,0,0.01,24.04,13.93,31.87,4.12,0.44,5.32,0.98,0.06,0.04,2.53,porphyry,SSF,POT,0.29
S-398,2656.8,3843.04,4024.42,2656.8,3843.04,4024.42,0.14,0.01,0.83,0.29,0.18,0,0.01,24.19,15.84,32.35,2.57,0.23,4.27,0.98,0.01,0.01,2.55,porphyry,SSF,POT,0.29
S-399,2131.84,3902.16,3969.53,2131.84,3902.16,3969.53,0.19,0.03,1.79,0.06,0.66,0,0.01,28.94,8.38,30.34,16.19,0.88,5.1,1.28,0.03,0.05,2.54,porphyry,SSF,POT,0.21
S-400,3815.97,3880,4436.49,3815.97,3880,4436.49,0.15,0.01,1.42,0.04,0.6,0,0.01,25.37,12.4,48.45,5.24,0.19,1.86,1.55,0.01,0.04,2.57,porphyry,SSF,POT,0.22
S-401,2306.15,3598.49,3939.66,2306.15,3598.49,3939.66,0.02,0,1.2,0.26,0.07,0,0.01,29.99,11.69,32.84,3.23,0.57,8.96,0.44,0.04,0.18,2.59,porphyry,SSF,POT,0.32
S-402,3930.43,3879,4469.1,3930.43,3879,4469.1,0.2,0.01,2.39,0.02,1.87,0,0.01,27.57,3.46,32.41,16.46,0.87,5,2.98,0.02,0.03,2.58,porphyry,SSF,POT,0.11
S-403,4013.21,3757.43,4454.69,4013.21,3757.43,4454.69,0.54,0.07,0.67,0.07,2.46,0,0.01,32.48,4.77,30.1,18.58,0.59,0.86,4.35,0.02,0.04,2.55,porphyry,SSF,POT,0.13
S-404,4090.1,4045.08,4477.43,4090.1,4045.08,4477.43,0.32,0.02,0.51,0.05,1.85,0,0.01,26.48,5.8,36.72,19.79,0.2,2.89,1.85,0.02,0.05,2.57,porphyry,SSF,POT,0.19
S-405,3672.83,3520.44,4450.18,3672.83,3520.44,4450.18,0.06,0.01,1.57,0.05,2.11,0,0.01,33.27,10.39,33.22,11.36,0.22,3.37,1.77,0,0.03,2.54,porphyry,SSF,POT,0.2
S-406,3675.9,3571.63,4450.9,3675.9,3571.63,4450.9,0.13,0.03,1.34,0.07,2.53,0,0.01,37.72,2.96,26.68,19.99,0.63,2.47,0.74,0.01,0.05,2.57,porphyry,SSF,POT,0.17
S-407,3984.86,4108.81,4454.57,3984.86,4108.81,4454.57,0.17,0,1.56,0.03,2.61,0,0.01,33.42,3.44,32.54,19.5,0.22,3.1,0.94,0,0.04,2.54,porphyry,SSF,POT,0.18
S-408,4093.05,4083.85,4486.69,4093.05,4083.85,4486.69,0.22,0.02,0.7,0.03,2.06,0,0.01,33.74,6.83,30.9,16.61,0.32,3.54,1.3,0,0.03,2.53,porphyry,SSF,POT,0.2
S-409,4083.67,3968.25,4505.05,4083.67,3968.25,4505.05,0.74,0.03,1.27,0.04,1.39,0,0.01,28.11,6.83,36.9,13.48,0.21,4.75,1.69,0.01,0.03,2.56,porphyry,SSF,POT,0.15
S-410,4177.91,3993.22,4514.34,4177.91,3993.22,4514.34,0.86,0.04,1.05,0.04,1.49,0,0.01,28.35,4.37,37.43,17.74,0.66,3.65,1.04,0.02,0.04,2.6,porphyry,SSF,POT,0.18
S-411,3951.79,4084.18,4449.99,3951.79,4084.18,4449.99,0.28,0.04,2.06,0.16,1.49,0,0.01,26.88,6.72,30.46,14.17,0.66,6.99,1.89,0.02,0.05,2.58,porphyry,SSF,POT,0.19
S-412,3943.9,4040.56,4445.62,3943.9,4040.56,4445.62,0.29,0.02,0.91,0.02,1.67,0,0.01,31.33,9.3,33.26,9.84,0.33,2.64,1.55,0.01,0.02,2.56,porphyry,SSF,POT,0.2
S-413,2830.5,3685.18,4085.36,2830.5,3685.18,4085.36,0.25,0.01,1.36,0.72,0.17,0,0.01,26.75,14,35.09,6.05,0.89,6.86,1.19,0,0.01,2.56,porphyry,SSF,POT,0.24
S-414,2730.61,3743.21,4031.95,2730.61,3743.21,4031.95,0.12,0.07,1.11,0.49,0.21,0,0.01,30.08,13.9,40.11,3.97,0.62,5.16,0.58,0.01,0.05,2.55,porphyry,SSF,POT,0.31
S-415,3226.86,3400.34,4083.42,3226.86,3400.34,4083.42,0.03,0,2.15,0.21,0.02,0,0.01,27.71,11.17,18.82,10.98,0.3,3.8,1.27,0.03,1.13,2.63,porphyry,SSF,POT,0.22
S-416,2883.27,3828.66,4133.22,2883.27,3828.66,4133.22,0.2,0.02,0.8,0.2,0.34,0,0.01,24.86,17.99,25.02,2.58,0.59,6.09,0.87,0.02,0.02,2.58,porphyry,SSF,POT,0.27
S-417,2663.68,3876.58,4063.55,2663.68,3876.58,4063.55,0.25,0.02,1.02,0.21,0.49,0,0.01,25.49,15.84,25.09,5.01,1.07,4.1,0.91,0.02,0.01,2.58,porphyry,SSF,POT,0.29
S-418,2483.95,3549.64,3978.12,2483.95,3549.64,3978.12,0.1,0.01,1.13,0.75,0.58,0,0.01,29.91,17.87,27.78,3.38,0.47,6.5,0.31,0.02,1.29,2.55,porphyry,SSF,POT,0.29
S-419,4035.09,3921.8,4511.71,4035.09,3921.8,4511.71,0.9,0.02,1.13,0.16,1.38,0,0.01,29.47,2.53,30.38,17.71,1.25,6.87,2.7,0.01,0.04,2.61,porphyry,SSF,POT,0.12
S-420,2025.94,3905.33,3969.57,2025.94,3905.33,3969.57,0.05,0.02,1.4,0.09,0.8,0,0.01,29.24,8.24,17.57,11.5,1.15,5.78,2.06,0.03,1.98,2.64,porphyry,SSF,POT,0.22
S-421,1790.23,3847.57,3978.13,1790.23,3847.57,3978.13,0.33,0.02,0.72,0.07,0.39,0,0.01,28.88,5.37,15.33,11.51,0.42,6.62,1.39,0.01,0.06,2.61,porphyry,SSF,POT,0.19
S-422,2085.71,3793.83,4071.51,2085.71,3793.83,4071.51,0.82,0.01,1.24,0.13,0.43,0,0.01,33.42,14.12,23.92,13.18,0.83,4.51,0.97,0.01,0.01,2.54,porphyry,SSF,POT,0.18
S-423,2396.91,3879.03,4010.51,2396.91,3879.03,4010.51,0.41,0.01,2.15,1.02,0.04,0,0.01,24.01,19.9,30.22,6.19,0.92,5.88,0.84,0.01,0.41,2.58,porphyry,SSF,POT,0.25
S-424,1582.9,3856.63,4028.77,1582.9,3856.63,4028.77,0.31,0.06,0.34,0.06,0.47,0,0.01,21.47,9.06,10.18,6.29,1.34,6.03,2.44,0,0.02,,porphyry,SSF,POT,0.21
S-425,2400.91,3655.28,3965.97,2400.91,3655.28,3965.97,0.38,0.04,0.25,0.08,1.03,0,0.01,28.15,6.14,11.47,10.48,1.44,7.32,2.43,0.02,0.04,,porphyry,SSF,POT,0.22
S-426,1558.53,3650.02,4040.56,1558.53,3650.02,4040.56,0.16,0.03,0.42,0.09,0.1,0,0.01,25.66,6.4,12.6,9.58,2.41,7.52,1.26,0.01,0.05,,porphyry,SSF,POT,0.26
S-427,1709.05,3827.51,4034.09,1709.05,3827.51,4034.09,0.26,0.02,0.3,0.15,0.4,0,0.01,29.08,4.42,13.6,14.86,2,6.03,1.43,0,0.04,,porphyry,SSF,POT,0.18
S-428,1544.38,3733.24,4018.88,1544.38,3733.24,4018.88,0.32,0.01,0.41,0.11,0.54,0,0.01,28.31,3.94,11.69,16.05,3.01,6.3,1.72,0.02,0.06,,porphyry,SSF,POT,0.22
S-429,3233.78,3872.76,4221.91,3233.78,3872.76,4221.91,0.16,0.06,0.91,0.18,0.05,0,0.01,21.35,17.97,30,3.4,2.34,7.13,0.77,0.01,0.05,,porphyry,SSF,POT,0.31
S-430,1667.61,3886.55,4034.93,1667.61,3886.55,4034.93,0.8073239,0.08,0.42,0.023759479,0.47,0,0.01,28.87,5.65,19.47,15.18,0.57,6.96,2.29,0.01,0.06,2.62,porphyry,SSF,POT,0.21
S-431,1667.64,3877.33,4011.16,1667.64,3877.33,4011.16,0.099271993,0.02,1.21,0.034148922,0.72,0,0.01,29.53,4.8,16.19,15.14,0.88,6.13,1.36,0.01,0.05,2.62,porphyry,SSF,POT,0.23
S-432,1550.02,3812.09,4042.06,1550.02,3812.09,4042.06,0.916808605,0.07,0.72,0.046798323,0.17,0,0.01,27,7.7,8.52,7.63,0.63,7.5,1.65,0,0.1,2.6,porphyry,SSF,POT,0.24
S-433,1549.91,3808.37,4027.53,1549.91,3808.37,4027.53,0.41506793,0.02,0.62,0.017106622,0.72,0,0.01,27.79,5.29,16.31,10.66,0.35,6.42,2.13,0.01,0.13,2.62,porphyry,SSF,POT,0.18
S-434,1549.72,3800.97,3998.45,1549.72,3800.97,3998.45,0.056899865,0.01,0.58,0.025881929,0.39,0,0.01,23.95,6.37,11.15,6.2,0.36,7.87,2.38,0.02,0.04,2.62,porphyry,SSF,POT,0.3
S-435,1549.59,3793.63,3969.37,1549.59,3793.63,3969.37,0.001918037,0,0.7,0.002178123,0.3,0,0.01,30.33,7.89,13.79,8.77,1.15,6.88,2.06,0.01,0.16,2.61,porphyry,SSF,POT,0.27
S-436,3816.02,3886.9,4453.93,3816.02,3886.9,4453.93,0.291309595,0.04,0.54,0.063278434,1.65,0,0.01,23.26,2.58,35.33,16.35,0.88,5.79,4.73,0.01,0.1,2.59,porphyry,SSF,POT,0.14
S-437,3815.89,3866.73,4402.76,3815.89,3866.73,4402.76,0.665704798,0.14,1.36,0.050084963,1.16,0,0.01,30.95,3.36,25.27,21.15,0.69,4.3,3.13,0.01,0.06,2.61,porphyry,SSF,POT,0.19
S-438,3815.44,3825.05,4295.58,3815.44,3825.05,4295.58,0.329397285,0.1,1.87,0.162141026,0.7,0,0.01,33.56,4.15,28.5,15.63,0.64,5.09,2.18,0.01,0.03,2.5,porphyry,SSF,POT,0.21
S-439,3815.32,3817.15,4275.05,3815.32,3817.15,4275.05,0.360277359,0.07,0.98,0.09765205,1.13,0,0.01,35.17,6.26,30.25,10.64,1.84,3.82,0.55,0.01,0.12,2.55,porphyry,SSF,POT,0.21
S-440,3815.26,3813.21,4264.78,3815.26,3813.21,4264.78,0.016287908,0.01,1.37,0.045673277,0.36,0,0.01,26.46,5.3,23.73,9.18,0.79,8.51,2.46,0.03,1.72,2.64,porphyry,SSF,POT,0.31
S-441,1875.26,3728.15,3915.02,1875.26,3728.15,3915.02,0.128901677,0.03,0.85,0.047195524,0.62,0,0.01,27.51,6.6,15.66,9.6,0.55,7.37,1.71,0.01,0.07,2.61,porphyry,SSF,POT,0.27
S-442,3933.67,3938.87,4385.55,3933.67,3938.87,4385.55,0.211932686,0.03,0.55,0.045317895,2,0,0.01,32.99,1.86,31.78,20.31,0.61,1.37,3.42,0,0.03,2.57,porphyry,SSF,POT,0.2
S-443,3933.7,3946.42,4357.55,3933.7,3946.42,4357.55,0.352735186,0.03,1.72,0.04955701,2.29,0,0.01,42.63,0.96,20.04,25.27,0.69,1.19,1.55,0.01,0.07,2.64,porphyry,SSF,POT,0.19
S-444,3933.73,3953.89,4329.53,3933.73,3953.89,4329.53,0.29929027,0.04,1.55,0.068097374,1.15,0,0.01,31.54,5.24,28.34,14.24,0.58,2.42,2.43,0.02,0.04,2.58,porphyry,SSF,POT,0.24
S-445,3933.75,3957.73,4315.03,3933.75,3957.73,4315.03,0.248855735,0.03,1.23,0.03759327,1.38,0,0.01,32.12,2.68,25.64,17.21,0.61,2.27,2.54,0.01,0.09,2.6,porphyry,SSF,POT,0.26
S-446,3933.78,3961.31,4301.49,3933.78,3961.31,4301.49,0.292860606,0.03,0.78,0.064447701,0.41,0,0.01,33.68,4.09,17.74,15.88,0.64,2.81,1.63,0.01,0.08,2.61,porphyry,SSF,POT,0.23
S-447,3933.8,3965.11,4286.98,3933.8,3965.11,4286.98,0.189547989,0.02,1.2,0.040836133,0.86,0,0.01,33.2,5.08,22.29,16.95,0.74,2.93,2.11,0.02,0.05,2.59,porphyry,SSF,POT,0.22
S-448,2430.61,4006.97,4117.7,2430.61,4006.97,4117.7,0.228262159,0.01,0.39,0.296254367,0.28,0,0.01,20.75,15.43,32.06,3.75,0.66,9.1,0.9,0.01,0.06,2.52,porphyry,SSF,POT,0.27
S-449,2430.63,4002.83,4094.56,2430.63,4002.83,4094.56,0.083353196,0,0.32,0.03578663,0.05,0,0.01,18.89,13.69,29.32,2.34,1.42,11.43,0.64,0.01,0.07,2.56,porphyry,SSF,POT,0.31
S-450,2430.62,3998.21,4069.49,2430.62,3998.21,4069.49,0.096229629,0.01,0.48,0.226398604,0.08,0,0.01,21.33,17.24,24.8,2.14,0.65,12.11,1.2,0.01,0.15,2.57,porphyry,SSF,POT,0.33
S-451,1836.03,4317.32,4337.69,1836.03,4317.32,4337.69,0.302513672,0.02,1.1,0.069296045,0.01,0,0.01,24.91,11.04,36.47,7.45,0.71,7.3,1.9,0.01,0.05,2.56,porphyry,SSF,POT,0.25
S-452,1835.95,4311.49,4312.87,1835.95,4311.49,4312.87,0.361534238,0.03,1.3,0.057969923,0.01,0,0.01,26.32,9.83,40.25,5.25,0.58,7.24,2.04,0.02,0.07,2.53,porphyry,SSF,POT,0.27
S-453,1835.89,4306.19,4289.98,1835.89,4306.19,4289.98,0.704190257,0.08,1.02,0.371033566,0.03,0,0.01,40.23,18.57,19.31,4.4,2.94,3.63,0.44,0.01,0.05,2.56,porphyry,SSF,POT,0.25
S-454,1835.83,4300.14,4263.66,1835.83,4300.14,4263.66,0.008891779,0,0.64,0.083626641,0.08,0,0.01,18.81,5.33,26.8,1.94,0.87,16.69,0.97,0.01,0.03,2.57,porphyry,SSF,POT,0.27
S-455,1835.79,4294.04,4236.85,1835.79,4294.04,4236.85,0.128660524,0.01,0.59,0.017018743,0.58,0,0.01,35.43,6.22,40.33,10.32,1.02,2.64,1.03,0.01,0.07,2.55,porphyry,SSF,POT,0.23
S-456,1974.35,4337.32,4324.58,1974.35,4337.32,4324.58,0.107823477,0.05,0.97,0.054159702,0.72,0.01,0.01,34.22,13.07,17.07,8.55,0.45,3.8,1.69,0.01,0.03,2.46,porphyry,SSF,POT,0.24
S-457,2113.95,4347.58,4300.97,2113.95,4347.58,4300.97,0.311366465,0.07,0.1,0.014504563,1.64,0,0.01,34.93,10.48,13.55,8.17,0.32,2.53,1.12,0.01,0.04,2.62,porphyry,SSF,POT,0.28
S-458,2114.05,4341.58,4278.25,2114.05,4341.58,4278.25,0.116697697,0.06,0.65,0.023038242,0.53,0,0.01,29.25,14.71,25.24,4.1,0.62,2.63,1.66,0.01,0.02,2.57,porphyry,SSF,POT,0.27
S-459,2114.22,4335.65,4255.51,2114.22,4335.65,4255.51,0.285696863,0.02,0.5,0.028590851,0.19,0,0.01,29.14,12.79,38.94,5.3,2.41,6.02,0.12,0.02,0.07,2.59,porphyry,SSF,POT,0.25
S-460,2114.46,4329.83,4232.75,2114.46,4329.83,4232.75,0.182336869,0.03,0.38,0.123300864,0.67,0,0.01,24.21,8.31,16.67,3.77,0.59,8.13,1.34,0.01,0.06,2.6,porphyry,SSF,POT,0.22
S-461,2114.73,4324.55,4211.91,2114.73,4324.55,4211.91,0.077740115,0.01,0.83,0.138396139,0.93,0,0.01,30.49,11.77,21.6,6.75,1.13,6.16,1.85,0,0.06,2.58,porphyry,SSF,POT,0.25
S-462,3180.91,4286.86,4417.54,3180.91,4286.86,4417.54,0.133339143,0.01,0.58,0.06431277,0.2,0,0.01,24.8,12,13.8,4.64,0.67,7.08,1.22,0.01,0.01,2.62,porphyry,SSF,POT,0.31
S-463,1681.61,4186.48,4239.82,1681.61,4186.48,4239.82,0.732993617,0.02,0.77,0.072527445,0.01,0,0.01,23.03,10.94,34.48,4.14,0.27,8.06,1.2,0.01,0.02,2.53,porphyry,SSF,POT,0.27
S-464,1681.58,4192.42,4217.08,1681.58,4192.42,4217.08,0.413280693,0.05,0.88,0.073793382,0,0,0.01,26.83,9.95,37.71,5.89,0.67,5.31,2.73,0,0.04,2.52,porphyry,SSF,POT,0.27
S-465,1681.59,4198.38,4194.35,1681.59,4198.38,4194.35,0.407154732,0.06,0.55,0.150043943,0.01,0,0.01,24.7,11.56,36.81,4.28,0.58,7.27,1.99,0.01,0.05,2.53,porphyry,SSF,POT,0.29
S-466,2278.05,4261.03,4304.2,2278.05,4261.03,4304.2,0.334192499,0.06,0.58,0.019579922,0.35,0,0.01,30.09,9.8,17.28,3.49,0.27,8.11,0.92,0.01,0.02,2.59,porphyry,SSF,POT,0.29
S-467,2278.15,4255.31,4279.35,2278.15,4255.31,4279.35,0.132585102,0.02,0.33,0.037495797,0.17,0,0.01,29.82,10.22,16.56,2.56,0.3,6.49,0.82,0.01,0.12,2.6,porphyry,SSF,POT,0.3
S-468,1635.41,3643.9,4051.77,1635.41,3643.9,4051.77,0.310739599,0.06,0.82,0.049139926,2.87,0,0.01,33.65,2.11,8.36,16.61,0.95,5.49,2.38,0.01,0.07,2.62,porphyry,SSF,POT,0.25
S-469,3820.43,3342.62,4328.73,3820.43,3342.62,4328.73,0.004791371,0,0.57,0.002859346,3.27,0,0.01,51.75,9.95,13.32,17.18,0.89,0.15,0.52,0.01,0.06,2.77,porphyry,SSF,POT,0.22
S-470,3820.3,3372.54,4275.57,3820.3,3372.54,4275.57,0.05417466,0,0.73,0.015069766,4.25,0,0.01,56.92,6.96,9.51,18.42,0.75,0.12,1.13,0.01,0.04,2.65,porphyry,SSF,POT,0.23
S-471,3754.65,3568.6,4340.29,3754.65,3568.6,4340.29,0.00841837,0,1.14,0.004874459,1.3,0,0.01,35.55,4.62,20.06,13.91,0.58,5.8,1.91,0.01,0.17,2.59,porphyry,SSF,POT,0.24
S-472,3295.98,3393.45,4155.4,3295.98,3393.45,4155.4,0.07537926,0.03,1.46,0.030898874,0.31,0,0.01,32.08,8.48,20.63,12.6,0.45,4.25,2.32,0.01,0.19,2.79,porphyry,SSF,POT,0.28
S-473,3682.28,3481.27,4431.05,3682.28,3481.27,4431.05,0.46,0.01,0.99,0.09,2.88,0,0.01,38.23,2.69,18.9,21.26,0.53,3.03,0.97,0,0.08,2.6,porphyry,SSF,POT,0.19
S-474,3980.33,4019.99,4398.81,3980.33,4019.99,4398.81,0.27,0.01,0.96,0.1,1.6,0,0.01,29.11,5.77,34.49,18.08,0.41,2.32,1.8,0.01,0.03,2.55,porphyry,SSF,POT,0.18
S-475,4131.21,3984.44,4453.74,4131.21,3984.44,4453.74,0.81,0.01,0.99,0.17,2.5,0,0.01,26.43,1.78,29.67,24.31,0.51,1.72,3.59,0,0.03,2.52,porphyry,SSF,POT,0.11
